,time,Aphanizomenon_flos-aquae,Planktothrix_rubescens,Phacotus_lenticularis,Pandorina_morum,Elakatothrix_gelatinosa,Closterium_aciculare,Cosmarium_sp,Staurastrum_sp,Stephanodiscus_sp,Centrales,Asterionella_formosa,Cymbella_sp,Fragilaria_crotonensis,Nitzschia_sp,Ulnaria_delicatissima_var_angustissima,Tabellaria_fenestrata,Dinobryon_sp,Erkenia_subaequiciliata,Rhodomonas_sp,Gymnodinium_sp,Gymnodinium_helveticum,Ceratium_hirundinella,Bosmina_longirostris_adult,Bosmina_longirostris_juvenile,Diplostraca_eggs,Diaptomus_sp_eggs,Diaptomus_sp_C1-C3,Diaptomus_sp_C4-C5,Eudiaptomus_gracilis_male,Eudiaptomus_gracilis_ovaria,Eudiaptomus_gracilis_female,Cyclops_abyssorum_male,Cyclops_sp_SU_C1-C3,Cyclops_sp_SU_C4-C5,Cyclopoida_nauplia,Cyclops_abyssorum_female,Cyclops_sp_eggs
89,90,0.03386533953930577,0.018071795792975836,0.2896137573035003,0.16384638409477778,0.1104252917609126,0.0,0.223606797749979,0.1993366482819293,0.284451864207121,0.08015661872669491,0.09808412397138569,0.17677669528703,0.0921406457143358,0.14359163171912298,0.04017919703101185,0.09032106474986129,0.01177693742916316,0.05466621503662269,0.6537367610595238,0.08657162746557673,0.22832114183507882,0.09245003270255589,0.18791150700070722,0.1324976203389116,0.3173659446085845,0.2507528720106611,0.34962827814137837,0.37222220423847807,0.0,0.4229092115497209,0.0,0.0,0.3680333538589555,0.2396285510788801,0.07065433710270126,0.1825940383880708,0.16468982379582914
90,91,0.05748143225234414,0.0,0.5591511270651613,0.5792844463875314,0.08697492822726027,0.09853292782164962,0.25819888973996535,0.2699030976609657,0.09109750373816561,0.059983720912753925,0.2986451102432548,0.17677669528703,0.26770557264510547,0.10769372378609082,0.017398102666742372,0.0,0.21747510898185965,0.11232839383178023,0.6045486617503482,0.07556591159127125,0.14410626923392708,0.13074409009831697,0.273476213434302,0.2613926887484854,0.28817746997068433,0.24108353166201824,0.18266168845231756,0.09465948222366183,0.0,0.0,0.0,0.0,0.19823847978198003,0.18413166356601315,0.5832746267446127,0.17778623536843596,0.2193791769388785
91,92,0.12080673953600682,0.11625843571581085,0.49670379621083705,0.45612902919205484,0.1425584386633699,0.0,0.4654746681575633,0.40689422936870984,0.024346831981462022,0.08853587916965876,0.04313138979099841,0.17677669528703,0.11168175312737763,0.0,0.0,0.0,0.07789711910683951,0.25051206832171885,0.44350541732038035,0.09816299865095941,0.4659570556308671,0.46225016351277953,0.44070556451963433,0.1072768471125756,0.3086988244943249,0.1284284769773752,0.133540905860295,0.10736270656734656,0.0,0.35020209798293367,0.0,0.0,0.36938459992048694,0.17585501369976023,0.6511046472429906,0.20567207013077127,0.190167428202628
92,93,0.12132699346320833,0.23698409482162275,0.2775243578131841,0.2837902618886003,0.05418054280471363,0.09853292782164962,0.48304589155503314,0.37292472120309655,0.051647429983503905,0.06609884112388596,0.029162142076188172,0.17677669528703,0.15416379399849314,0.321080649524074,0.02657604080716509,0.0,0.04286869931860142,0.20454224731286724,0.27356186866988247,0.16684501521289138,0.23889404266747608,0.43362909039968417,0.2034074562835296,0.16564291890060115,0.13157445362676612,0.09464453064524968,0.056656608059308465,0.04511837410584383,0.0,0.0,0.0,0.0,0.20734510182994628,0.1640923924464664,0.14341970495009546,0.1839113957267691,0.13112891532492493
93,94,0.35448004044118336,0.6523162968585012,0.2500142836888548,0.4013400372645831,0.08953355979356371,0.3413280743447064,0.4281744192280888,0.23017413506484177,0.10185010545815346,0.12050182060205493,0.14905535079168583,0.17677669528703,0.12486399590361673,0.1564753529616306,0.030134397771861433,0.0,0.11000567377727363,0.13757362424663425,0.3447035557852673,0.0801497527818007,0.37276728630228345,0.5350932501278712,0.1415797796559413,0.18461311968356153,0.31679809142251997,0.12628230122485096,0.11853856005698321,0.18518415415433168,0.0,0.3359020522073606,0.0,0.0,0.33516416508400204,0.31671424696065775,0.3038806563108851,0.4627489396179854,0.23352099692724712
94,95,0.311781401419745,0.7332691656171232,0.05126666611797646,0.25906388008617054,0.061957821083543134,0.3413280743447064,0.31622776601683794,0.11508706752491564,0.045548751863990704,0.06609884112388596,0.1028456597110009,0.0,0.07897092495434065,0.08027016238014605,0.02657604080716509,0.0,0.0,0.08149158194541921,0.10768254127495241,0.08860888566648875,0.288010709203407,0.16012815379526935,0.15240569224385178,0.08408809513536286,0.0758448393138538,0.11003150325077009,0.14431617863700202,0.17494625580528486,0.0,0.2214872541991058,0.0,0.0,0.11185780212085783,0.09832078544249025,0.15129372520294201,0.24542554561275068,0.21106905038624357
95,96,0.08830108531786571,0.6819778897057319,0.07328584286542811,0.2167483927510178,0.02375973977768741,0.32679675110274226,0.31622776601683794,0.21530818814732916,0.07304049593591809,0.05780175978318227,0.21404893090476387,0.25000000001358613,0.09846448376109362,0.08793155726296574,0.02246085395880017,0.05380275867636133,0.0,0.025769900907778004,0.0679691451264287,0.08860888566648875,0.22832114183507882,0.13074409009831697,0.15314089040388829,0.15313693269580528,0.1684082283354646,0.0,0.1824826609440536,0.1946839864205014,0.0,0.31323027878115267,0.0,0.0,0.16588849697641658,0.06674740008347448,0.22789153512353225,0.26020627119166534,0.0
96,97,0.028152579087845204,0.2811684655295328,0.039997714486056914,0.0,0.0,0.35526552353994184,0.34156502554286555,0.16275769174748392,0.062072485673855635,0.05436486384983236,0.2650788987649837,0.3061862178534438,0.05836472215918659,0.1523019247607516,0.036217038774408176,0.0,0.0,0.03156155396392282,0.13963580450600044,0.18796783177828208,0.41042197451787377,0.09245003270255589,0.11278444176775157,0.0874473509068448,0.12500037445279452,0.0814771627488951,0.15446985551014294,0.1159581817168616,0.0,0.37943440478562224,0.0,0.0,0.1334346809086612,0.0,0.21536610917075724,0.16216312053440218,0.0685506960791815
97,98,0.0,0.021757881394513505,0.06760847714705658,0.0819231920553037,0.031877035964832656,0.2955987834393446,0.25819888973996535,0.23017413506484177,0.10888234269462994,0.0793510041237256,0.26797057286034787,0.3061862178534438,0.07813699529963576,0.16837611308605638,0.04378426487365932,0.028097574338649865,0.0,0.0407457909656238,0.2388884850661595,0.1308839982052308,0.3569342848778153,0.13074409009831697,0.2089537610989039,0.26006501728861847,0.17459470631454005,0.13980978875969474,0.24630327836677654,0.13432003111643456,0.0,0.30980689426638247,0.0,0.0,0.2511177371376591,0.03804346749338897,0.44829528435044924,0.2810262196781783,0.2379158991999378
98,99,0.009584042654726016,0.032475765231296375,0.032069516534303226,0.0819231920553037,0.07735610825222802,0.26069362295264586,0.12909944485918906,0.11508706752491564,0.13111170275886216,0.2336946939064775,0.24157979043960368,0.45069390938589715,0.06413994342145105,0.13431767238040887,0.05592707533985137,0.0,0.0,0.127554501760922,0.2781172142844495,0.14010294981777577,0.04583694719384345,0.06537204504489534,0.15478667261979967,0.13923395417496576,0.12807604190207222,0.20921287788060922,0.16018445743092102,0.16553917601446025,0.0,0.3625902620186137,0.0,0.0,0.1930948584877424,0.10212858423763306,0.30391943940082244,0.19765920293200998,0.15515382498671396
99,100,0.0,0.021963472242895195,0.05126666611797646,0.25906388008617054,0.0,0.2413553960098466,0.0,0.0,0.3676291009550094,0.1923758849328388,0.43542261811408034,0.3061862178534438,0.10263412233791219,0.1865310012537982,0.07845239015546412,0.016222142111443,0.0,0.20454224731286724,0.32666266259885224,0.2782888470017251,0.5700275173582968,0.06537204504489534,0.14569541350009088,0.1350540801556023,0.12920232966942863,0.05962045024417489,0.20230150904629263,0.13516217123022706,0.0,0.22669943210757773,0.0,0.0,0.1293101543588298,0.08126971632469723,0.4067085083876998,0.1672198198828007,0.10260323551835814
100,101,0.01545380443020427,0.008994353317912852,0.02618465060985307,0.2717084896374843,0.04381079543571619,0.13934660286570613,0.25819888973996535,0.11508706752491564,0.9251796152380638,0.2607247278116301,0.1752763615342049,0.6123724357512597,0.14505627440530114,0.36076950983330464,0.12261240079379393,0.0,0.15081838698970995,0.6635436733918347,1.0,0.3811212280175037,0.32370802938764276,0.0,0.28771311868732147,0.3376352003962408,0.3240402243083754,0.20335313530859273,0.3146700778735182,0.2055398476926472,0.0,0.10602895059829916,0.0,0.0,0.5507662989585097,0.3522208628720576,0.5133134561964375,0.4398336907290753,0.2122121113158783
101,102,0.0,0.0,0.015117715075605954,0.14189513094886977,0.028112903231493687,0.09853292782164962,0.0,0.08137884587374196,0.24407623167943243,0.08633132044388495,0.02417997083528773,0.3061862178534438,0.01773247553465978,0.11905989135298344,0.024604632753605013,0.0,0.014423743715630164,0.07513152625256343,0.30355336021963647,0.1238797049604796,0.06524621095867675,0.0,0.5320670931058845,0.4892798891437506,0.5048112644121711,0.17635967019246662,0.35539601560471323,0.18507842525381793,0.0,0.0,0.0,0.0,0.3874824747649484,0.13990041310989615,0.47484067974220956,0.3821896689021395,0.15005662294090974
102,103,0.06697084013623562,0.0,0.6114737326581272,0.40961596024485925,0.1460789302289225,0.0,0.34156502554286555,0.3355335772180009,0.051647429983503905,0.06311538469579996,0.2357899402545102,0.0,0.3742070549565472,0.07179581586346322,0.014205491341629437,0.0,0.022032632461760647,0.33943958521249296,0.2448021405390382,0.0801497527818007,0.19470331085019985,0.20672455764499356,0.42876934608143813,0.5835003158090721,0.5813628295085976,0.2688101100631664,1.0,0.2089070685118886,0.0,0.49065338146265813,0.0,0.0,0.9013373412293749,0.0,0.6508205808320497,0.38897000611318566,0.2532573890517506
103,104,0.05961067614726425,0.013295787559791338,0.295473024316913,0.433496785561866,0.031877035964832656,0.197065855624096,0.3651483716599344,0.2573425063168199,0.034431619989002606,0.08633132044388495,0.044346596279895206,0.41457809876370216,0.10725338466538417,0.05076730825235768,0.010044799258591437,0.0,0.016655104635541873,0.2787440971956406,0.10305294350630646,0.12951344736809603,0.32370802938764276,0.25318484176640077,0.29831689777547127,0.2117693693910228,0.3076389112606662,0.11757311346966075,0.1199232736536668,0.08766128283882813,0.0,0.35020209798293367,0.0,0.0,0.29270429596509046,0.06568952963508912,0.3917862363906915,0.15814826681622757,0.1414747408868982
104,105,0.14818341534826543,0.061345524110091955,0.30045864456687,0.2717084896374843,0.05312839327061479,0.17066403720561407,0.5322906473944534,0.24413653759292184,0.15778550490739882,0.16813794191548753,0.22233145205353638,0.41457809876370216,0.17328902377229483,0.1758631145386744,0.04817316492655403,0.0,0.0908428708543587,0.4668016783925097,0.3007372288000179,0.2313724066867427,0.25923592791590505,0.3755338080689595,0.10497082790890154,0.1600696774941914,0.249282548600563,0.09210083397248722,0.13882122565665592,0.10566112967733916,0.0,0.30958370190312134,0.0,0.0,0.33268117934471153,0.03792586762100939,0.1841085576535957,0.17961181216779362,0.29935442485074526
105,106,0.1641643277794262,0.12738766858949152,0.12557717280267322,0.4256853928557485,0.05521264588223438,0.3115884764413859,0.38729833459195867,0.16275769174748392,0.18137981320424731,0.10075530740605733,0.11642051614244858,0.17677669528703,0.11132925853611643,0.1721603184726541,0.03331483023367104,0.0,0.04163776158636561,0.4358085688515336,0.14838918150739872,0.12096448002227315,0.23889404266747608,0.17295817390384113,0.1642099199768088,0.14451981097231625,0.22303603682347758,0.14832952971440558,0.12940465863242423,0.14505777224760297,0.0,0.14780229655696273,0.0,0.0,0.22107509558238814,0.08152328860357107,0.016869497496072812,0.26255708382950393,0.17848367847837984
106,107,0.14933015809696762,0.48293278053647676,0.0414015678242265,0.23171377853262612,0.07588252362242957,0.26069362295264586,0.28867513460124894,0.16275769174748392,0.14196520608232122,0.08997558136913088,0.26935544289053487,0.3061862178534438,0.04578505495711376,0.07179581586346322,0.03890334024235631,0.0,0.09291846901991081,0.0854690921754705,0.2781172142844495,0.09816299865095941,0.27863010080923106,0.18490006541716975,0.12273809898504631,0.06868143208184149,0.18700849999730373,0.10261617305120488,0.148787542044584,0.08442473992070688,0.0,0.2759027296029115,0.0,0.0,0.23549559796825636,0.06728804879974094,0.26069019578738556,0.16574291660781812,0.0873115513028564
107,108,0.09165529358718949,0.731311336356049,0.021379677692014144,0.3377779740087432,0.08161738641810842,0.32679675110274226,0.40824829041835314,0.18196863130416527,0.11157120049296497,0.07258490539744132,0.30262309519928676,0.25000000001358613,0.27736826629708017,0.09497693697338017,0.04017919703101185,0.016222142111443,0.02761936645935017,0.06043577466391052,0.2073633246323107,0.13491213732367335,0.13006944328412365,0.11322770343213064,0.07783289965133157,0.09190959942382126,0.09199708435207103,0.06900131063872832,0.22896522997679725,0.12713815566419032,0.0,0.13193628002716848,0.0,0.26988351912202274,0.14262788664447046,0.11482145594471178,0.17120639865910567,0.07454135111305653,0.08444809490589518
108,109,0.04331793413842005,0.19818594109284685,0.05126666611797646,0.23171377853262612,0.031877035964832656,0.26069362295264586,0.3651483716599344,0.2573425063168199,0.10751269895359133,0.06895333065690434,0.24102911776735594,0.3061862178534438,0.17366664248969566,0.10153461651023321,0.05592707533985137,0.02294157338328355,0.008327552317770937,0.06570061378726737,0.1896030467463595,0.1438732093153448,0.14410626923392708,0.09245003270255589,0.11035646706682414,0.12503578195988432,0.10310252428255723,0.060294149037364526,0.31744899841761864,0.2798122778657478,0.14766611218769587,0.1963274672442849,0.44455310244918,0.2717100482590264,0.15595817069238707,0.22653705651854864,0.41767699821180004,0.08019580834311849,0.07255144361094364
109,110,0.019972687628987372,0.1603455872317786,0.02618465060985307,0.14189513094886977,0.036808430588748955,0.27869320567709743,0.38729833459195867,0.14095229571463794,0.1366462555987616,0.13316617637496048,0.2058204819670531,0.0,0.1057773503001353,0.09497693697338017,0.052194307999581656,0.0,0.008327552317770937,0.07288828671769751,0.30842975943336576,0.12951344736809603,0.06524621095867675,0.0,0.226272688291576,0.2775842635151599,0.25852651958430223,0.104432529539968,0.4279381706805055,0.3065189929079471,0.18678449908021583,0.35020209798293367,0.4571491670611824,0.3232532760673394,0.05721666599122493,0.24842492005535516,0.49327293540508965,0.058884174870365846,0.1567290311073375
110,111,0.02627196699982107,0.185188891592788,0.015117715075605954,0.25906388008617054,0.0,0.22032632461411292,0.25819888973996535,0.16275769174748392,0.2689195488761484,0.32677957125122653,0.2623580016948233,0.3307189138959115,0.09859745409562913,0.11905989135298344,0.06662966047745444,0.0,0.008327552317770937,0.12492422953282772,0.22758322820656898,0.18985700320708393,0.14410626923392708,0.0,0.198929055973354,0.271177899741555,0.2153643008759192,0.058786556727615666,0.21586189256796579,0.23901105997662234,0.17024309107438398,0.19993010657548188,0.4175197392171377,0.1527139639081976,0.05004150819387214,0.1722145438480202,0.4514362184838664,0.05491633612308499,0.044738241258474816
111,112,0.018184442388333187,0.14533915135601347,0.015117715075605954,0.2167483927510178,0.0,0.197065855624096,0.25819888973996535,0.18196863130416527,0.2559314149504462,0.26945026226140134,0.18969407429535354,0.3307189138959115,0.06352418570822975,0.11351915231163444,0.06272975126233754,0.0,0.0,0.13140122757892916,0.4922749799372052,0.18218281520677,0.13006944328412365,0.0,0.3362978321477318,0.4762799120127808,0.43515012972254435,0.11981280256860898,0.14967329270758037,0.29192635906069875,0.2817407257024821,0.6833601774352941,0.5862657497601805,0.29676153663722776,0.23229321572447087,0.23973241807959117,0.3610562859622648,0.08456913722077562,0.1567290311073375
112,113,0.011569106094447282,0.1449159177340545,0.015117715075605954,0.23171377853262612,0.035241389241957265,0.17066403720561407,0.38729833459195867,0.11508706752491564,0.15204591699767425,0.3161871275971367,0.24809254248371165,0.17677669528703,0.13475514744599704,0.19662093940740671,0.1552888280564498,0.04442616582557054,0.06314679198030043,0.6814421391369491,0.8665897901125735,0.2043425767277145,0.33222597060189196,0.06537204504489534,0.3616327004569871,0.33265451971026844,0.4501465778761991,0.22967573337663905,0.27236381363748474,0.2296230150089229,0.4290431560300904,0.9650435027741386,0.5639336853375382,0.4322469847862409,0.5515198846113489,0.34470241454519157,0.5291180100926555,0.1133369260563304,0.15915908347967422
113,114,0.03409703213565374,0.0390906731878832,0.015117715075605954,0.4013400372645831,0.17969653141337655,0.09853292782164962,0.223606797749979,0.1993366482819293,0.08778375110779071,0.0855838490565336,0.6145277108502034,0.17677669528703,0.1809813205709881,0.07179581586346322,0.028410982683258874,0.0760885910131969,0.1453151914108481,0.05466621503662269,0.5799301962025396,0.07316637928448794,0.14410626923392708,0.09245003270255589,0.358405510820484,0.5833858029546026,0.23277974328797227,0.3128509774186917,0.34522332338283035,0.37319512461092874,0.38061076137871713,0.0,0.6334003294688073,0.5372759051449091,0.3054552104086358,0.18400285513956258,0.4896285691791262,0.10871761674892196,0.27059117349549194
114,115,0.09123916562303572,0.04430050852401806,0.07999542897956638,0.3377779740087432,0.10678674887055414,0.09853292782164962,0.31622776601683794,0.29341560154763285,0.034431619989002606,0.11670979853797642,0.042510761896778194,0.25000000001358613,0.06269376848573247,0.05076730825235768,0.014205491341629437,0.04442616582557054,0.01177693742916316,0.2793390692721896,0.3434416941066631,0.07068543782550454,0.15751828736876292,0.13074409009831697,0.3988735442174959,0.31112728440183124,0.2928574189331214,0.14168768671426477,0.16116188865094044,0.14806274020305435,0.2567639053884996,0.27126537865896005,0.5730705839121026,0.21597015895217886,0.16760914457386666,0.09054676790225799,0.5281171678433815,0.047787043918838604,0.08584402575341762
115,116,0.04340871579756957,0.08196073901941861,0.34157338937521814,0.4634275570932353,0.08500542923390758,0.2413553960098466,0.40824829041835314,0.29341560154763285,0.10329485997000168,0.09751473538579064,0.33185953908411614,0.25000000001358613,0.995535457376571,0.1605403247533125,0.10044799258591434,0.06977407148180378,0.11598938207440218,0.5039975998563971,0.20831550394165843,0.1499464572643042,0.19470331085019985,0.29957234476718053,0.27923085938329906,0.272784848509379,0.26256693138579257,0.18596440349725088,0.19680125088662287,0.20642310805150738,0.1872392706205162,0.0,0.2946934868211698,0.2946934868211698,0.2987418572195202,0.18068721677572366,0.43497682772793844,0.08933117159911025,0.12858248038458475
116,117,0.061836441833307415,0.20943950361542368,0.19182229997559996,0.23171377853262612,0.04115307646956986,0.13934660286570613,0.5,0.08137884587374196,0.1747213888447345,0.13023908978085463,0.03419564269609074,0.0,0.3071781404635198,0.21835844927617645,0.028410982683258874,0.059603956060518375,0.17517575877827526,0.7345551929294699,0.2422818963879265,0.17210955460543537,0.2971978406825816,0.25318484176640077,0.12176231213466406,0.14709271097085547,0.22466293532785542,0.16327732744973283,0.15652497718509598,0.1668012464502829,0.1743689946961472,0.3104209818621437,0.37224505454188744,0.33532552918727637,0.3895203613332281,0.15505273658962992,0.3709341624294477,0.06792501192496196,0.1553233611669395
117,118,0.1433126865990784,0.41786204836035373,0.08750010203175912,0.30652851669336606,0.028112903231493687,0.09853292782164962,0.223606797749979,0.11508706752491564,0.1846189943559265,0.2189317772803898,0.31400125736712,0.0,0.09424940028308484,0.2408104871357851,0.0317644442963196,0.14095538673568123,0.09693642911652808,0.4537259257881681,0.30355336021963647,0.18315967377765544,0.3649107694106044,0.20672455764499356,0.20950527691893747,0.21183771518708125,0.21800228217557838,0.15144087517760352,0.21541727442199632,0.1952755012636236,0.0,0.0,0.1681325406966124,0.16097465215641293,0.34475326472092754,0.21309960351932383,0.3053731584689423,0.08970494382198778,0.17587618042272932
118,119,0.28455316166110367,0.37657123072436016,0.02618465060985307,0.1831858263694298,0.05205498174827746,0.17066403720561407,0.31622776601683794,0.08137884587374196,0.09738732793219904,0.09685361091413963,0.16415851313735919,0.0,0.45449018582750017,0.16450488038516148,0.04492170792135011,0.6475662940440206,0.12833620028925308,0.18760771041679275,0.30634782821590323,0.09254896267972662,0.3649107694106044,0.06537204504489534,0.16678283424890364,0.16104533828271325,0.2624861788260222,0.17142352219405327,0.21586189256796579,0.19284730397674416,0.15674606964574317,0.0,0.3179391615972861,0.3179391615972861,0.19098209970211477,0.12798367725852133,0.16592975288656475,0.08966163947742117,0.15247314911543958
119,120,0.11190897893057865,0.4615348890344513,0.03703068801040547,0.16384638409477778,0.04381079543571619,0.13934660286570613,0.31622776601683794,0.14095229571463794,0.08256412428222831,0.04390358820783101,0.05552306432768547,0.0,0.06924753064736011,0.0,0.024604632753605013,0.060697697860577327,0.01766540614315806,0.0407457909656238,0.15796246527824837,0.08448525756024138,0.09970799874659325,0.11322770343213064,0.11745838883410066,0.14095439221953496,0.08836601531433182,0.06235255935535652,0.22706388035258104,0.17880274586661818,0.1514310899279777,0.23708794110783185,0.3235459454605842,0.23591038606898185,0.11322290136764084,0.09037640695307368,0.19538119593156617,0.062110027384118804,0.11601301251987903
120,121,0.11865869805904189,0.31651093963799853,0.02618465060985307,0.16384638409477778,0.03975764902766078,0.17066403720561407,0.25819888973996535,0.16275769174748392,0.09889729903368925,0.07519357354398827,0.12155751916818368,0.17677669528703,0.02110586748204827,0.07179581586346322,0.0,0.02294157338328355,0.014423743715630164,0.07730970270839582,0.33642961466333493,0.07068543782550454,0.1153113894360404,0.1461763365485643,0.10911359212367044,0.14293609023604054,0.11147588578838635,0.0,0.30604474115832275,0.2445175678714894,0.2630304177998074,0.5435573064892253,0.4672025131410029,0.43847265795747276,0.09084558606420445,0.1867757407252288,0.2593155619695805,0.10115197131541924,0.0
121,122,0.058544527361277084,0.35405304112193203,0.02618465060985307,0.2006700186484476,0.0,0.09853292782164962,0.28867513460124894,0.11508706752491564,0.17891194562011295,0.13171076463056242,0.2516027078671178,0.3061862178534438,0.05319742660148094,0.13431767238040887,0.02246085395880017,0.04442616582557054,0.0,0.09980639702031192,0.283355345776891,0.11334886739460674,0.0,0.0,0.07173923339031185,0.04185785758519716,0.05849095169398016,0.11318832134665298,0.19975354270501247,0.16594640707959055,0.1622699737896965,0.13640996037412942,0.36124556064480956,0.28678713789217997,0.07562076482197268,0.13645837221576637,0.22826569748464898,0.06922563475698712,0.0873115513028564
122,123,0.01854173473473611,0.27387550130214505,0.015117715075605954,0.1831858263694298,0.0,0.197065855624096,0.12909944485918906,0.11508706752491564,0.186217457054781,0.1862671496610696,0.24830669231159674,0.17677669528703,0.04313282671917162,0.07179581586346322,0.030134397771861433,0.030348848927524125,0.0,0.17286975057627266,0.18339480687085843,0.14010294981777577,0.1153113894360404,0.06537204504489534,0.10082877365703632,0.11083237487347859,0.1003939169513662,0.08126673165933035,0.14294101085675645,0.19102623104027622,0.11083620879024017,0.0,0.40159952779600755,0.1573538118840905,0.13024153469158334,0.14696117655159138,0.2024674489275965,0.03903786001317078,0.06212934447270633
123,124,0.01699069165036077,0.31468337075459624,0.015117715075605954,0.245769576155358,0.03360134623206104,0.2413553960098466,0.25819888973996535,0.11508706752491564,0.10612538021129915,0.26945026226140134,0.17344734073174045,0.3952847075854922,0.055132506952994924,0.11351915231163444,0.0317644442963196,0.064888568445772,0.0,0.31771267595663033,0.32001182520979893,0.18701608979378082,0.206254615042058,0.11322770343213064,0.12118110447393837,0.13625458447243044,0.15163303926656777,0.13705042662604341,0.18420174681548493,0.15907870279369232,0.24156191666976692,0.3438916334037907,0.38720056905747763,0.199380666520847,0.2750748700128456,0.16832839789019358,0.15722459603818068,0.05287955007527609,0.10882716541359401
124,125,0.057663768734775134,0.25098382603870983,0.015117715075605954,0.3570949152940799,0.031877035964832656,0.22032632461411292,0.28867513460124894,0.18196863130416527,0.059637315218227745,0.16950803383590987,0.6926392445235693,0.17677669528703,0.5353377291645833,0.17948953964695288,0.08523294804977663,0.3785359608024353,0.25956060172527495,0.448203700657935,0.5731230607486829,0.17417082037421613,0.34883216317688776,0.09245003270255589,0.3740142081281031,0.43886391819451404,0.3694751325876498,0.20934798470020452,0.17665801341145335,0.19840600117704305,0.3568818832645436,0.12243168632628693,0.6672553349668541,0.31845474965794596,0.37650924400930663,0.3295406550346488,0.2776621191067521,0.1127959352535704,0.1650002667423761
125,126,0.0,0.06600400139336489,0.05126666611797646,0.2167483927510178,0.06103987669316456,0.13934660286570613,0.34156502554286555,0.21530818814732916,0.0,0.04534343092197612,0.03717458287336492,0.0,0.057687352344389715,0.05076730825235768,0.010044799258591437,0.5368034041284131,0.022032632461760647,0.06570061378726737,0.30634782821590323,0.0801497527818007,0.14410626923392708,0.0,0.48876339293776244,0.3812027424874803,0.25882623885708333,0.23225073637809573,0.12355813441766611,0.11896768807111177,0.33632338159008185,0.3317572803651516,0.5886947984935536,0.4157800660927883,0.13009211158856937,0.096159625151126,0.45498490591185536,0.12291014061696905,0.2985350759123419
126,127,0.04602051592279273,0.3916342145723504,0.6851511256222889,0.6755559480174864,0.09680453960928469,0.5396870722494586,0.38729833459195867,0.3044917598246652,0.034431619989002606,0.0698789201328527,0.05967560511142487,0.3061862178534438,0.03691309140806648,0.1523019247607516,0.030134397771861433,0.7914011557361945,0.1656115468943258,0.12884950451648275,0.3831889841498869,0.15692440113914805,0.21745023771680147,0.3268602252244768,0.30370002248711875,0.10441561556211754,0.15061839315143025,0.08291767627100559,0.13982630391539,0.07375253155297302,0.11844990818773976,0.0,0.3272963962974162,0.40809641239294403,0.13006816308555877,0.08796593502907951,0.4151689710986496,0.07068558230950149,0.22018528019564942
127,128,0.02617188295614634,0.24031742113754714,0.1465716857267888,0.2006700186484476,0.03360134623206104,0.26069362295264586,0.25819888973996535,0.08137884587374196,0.07304049593591809,0.14293972717773304,0.05922859054534505,0.0,0.035093580091114525,0.18995387394676033,0.02246085395880017,0.5969219290390534,0.49735778988158386,0.6047696683642109,0.40122831730838115,0.6923153180565209,0.5045583887289345,0.3580574370755972,0.30723376471173963,0.0830962884742396,0.288432381512026,0.0,0.178922952208804,0.20370641312325385,0.12325597728439396,0.0,0.0,0.3625586342357081,0.28066048724617043,0.25149005308950617,0.248708761804583,0.047787043918838604,0.12140178546918845
128,129,0.04908356023380697,0.30694245002728493,0.21618861143311183,0.23171377853262612,0.0,0.197065855624096,0.31622776601683794,0.08137884587374196,0.16955606458223127,0.10265055762755884,0.2689604933691355,0.0,0.03471823689177936,0.1865310012537982,0.037584197343673686,0.31414043117378987,0.07878234205881832,0.2518340409390802,0.4609232613714875,0.1700233011278429,0.27863010080923106,0.2614881801753182,0.18407532731221837,0.09312333138994613,0.31223721209311583,0.2166083562894746,0.15836003374397023,0.25678589374571115,0.1687751977490951,0.5807444799023344,0.37433686953411044,0.6145324863111985,0.45545300896837415,0.3823781176588235,0.24326968921592432,0.08387078391669738,0.0
129,130,0.15093834851205473,0.38913982594660823,0.15564640299296406,0.2837902618886003,0.03975764902766078,0.09853292782164962,0.3651483716599344,0.14095229571463794,0.13223714573303894,0.05890284461964405,0.06760964502996498,0.0,0.056540372012824566,0.16837611308605638,0.024604632753605013,0.31995065400169004,0.05428899909850866,0.247846970590337,0.359549774901468,0.08234604306220213,0.2491921817381404,0.4029803499106671,0.11737867497054333,0.0461725224835506,0.19446107194535328,0.19037773219947077,0.2712590129253851,0.2932674091631254,0.4074210167296624,0.0,0.5690372615773374,0.5222329679113817,0.22991825804918953,0.2868228965759244,0.27831287395679327,0.10727058925556657,0.1614085369704064
130,131,0.1255263953056063,0.5132727424147214,0.03854276208727207,0.317287158498343,0.0,0.22032632461411292,0.31622776601683794,0.14095229571463794,0.08433989998680338,0.0809542166656559,0.2058204819670531,0.12500000002037923,0.07018716018222905,0.05076730825235768,0.030134397771861433,0.09665456669217118,0.049617119325607556,0.1351385004320457,0.1532296262743524,0.11015529885395252,0.3062029946383569,0.11322770343213064,0.09155144068267375,0.09102742327600764,0.10070715926781895,0.054643045245360684,0.15432406043053631,0.17872975025026674,0.0,0.0,0.3530783354606793,0.28083671049504483,0.1496381295006715,0.15118788613759676,0.28213206364679083,0.058560371364210814,0.06575151783620418
